Ticker,Nama,Type,Region,Sector Yahoo,Industry Yahoo,Sektor IHSG
ABDA.JK,Asuransi Bina Dana Arta Tbk.,Stock,Indonesia,Financial Services,Insurance - Property & Casualty,7. Finance
ADMF.JK,Adira Dinamika Multi Finance T,Stock,Indonesia,Financial Services,Credit Services,7. Finance
AGRO.JK,Bank Raya Indonesia Tbk.,Stock,Indonesia,Financial Services,Banks - Regional,7. Finance
AGRS.JK,Bank IBK Indonesia Tbk.,Stock,Indonesia,Financial Services,Banks - Regional,7. Finance
AHAP.JK,Asuransi Harta Aman Pratama Tbk.,Stock,Indonesia,Financial Services,Insurance - Property & Casualty,7. Finance
AMAG.JK,Asuransi Multi Artha Guna Tbk.,Stock,Indonesia,Financial Services,Insurance - Property & Casualty,7. Finance
AMAR.JK,Bank Amar Indonesia Tbk.,Stock,Indonesia,Financial Services,Banks - Regional,7. Finance
AMOR.JK,Ashmore Asset Management Indon,Stock,Indonesia,Financial Services,Asset Management,7. Finance
APIC.JK,Pacific Strategic Financial Tb,Stock,Indonesia,Financial Services,Insurance - Life,7. Finance
ARTO.JK,Bank Jago Tbk.,Stock,Indonesia,Financial Services,Banks - Regional,7. Finance
ASBI.JK,Asuransi Bintang Tbk.,Stock,Indonesia,Financial Services,Insurance - Diversified,7. Finance
ASDM.JK,Asuransi Dayin Mitra Tbk.,Stock,Indonesia,Financial Services,Insurance - Diversified,7. Finance
ASJT.JK,Asuransi Jasa Tania Tbk.,Stock,Indonesia,Financial Services,Insurance - Property & Casualty,7. Finance
ASMI.JK,Asuransi Maximus Graha Persada,Stock,Indonesia,Financial Services,Insurance - Property & Casualty,7. Finance
ASRM.JK,Asuransi Ramayana Tbk.,Stock,Indonesia,Financial Services,Insurance - Property & Casualty,7. Finance
BABP.JK,Bank MNC Internasional Tbk.,Stock,Indonesia,Financial Services,Banks - Regional,7. Finance
BACA.JK,Bank Capital Indonesia Tbk.,Stock,Indonesia,Financial Services,Banks - Regional,7. Finance
BANK.JK,Bank Aladin Syariah Tbk.,Stock,Indonesia,Financial Services,Banks - Regional,7. Finance
BBCA.JK,Bank Central Asia Tbk.,Stock,Indonesia,Financial Services,Banks - Regional,7. Finance
BBHI.JK,Allo Bank Indonesia Tbk.,Stock,Indonesia,Financial Services,Banks - Regional,7. Finance
BBKP.JK,Bank KB Bukopin Tbk.,Stock,Indonesia,Financial Services,Banks - Regional,7. Finance
BBLD.JK,Buana Finance Tbk.,Stock,Indonesia,Financial Services,Credit Services,7. Finance
BBMD.JK,Bank Mestika Dharma Tbk.,Stock,Indonesia,Financial Services,Banks - Regional,7. Finance
BBNI.JK,Bank Negara Indonesia (Persero) Tbk.,Stock,Indonesia,Financial Services,Banks - Regional,7. Finance
BBRI.JK,Bank Rakyat Indonesia (Persero) Tbk.,Stock,Indonesia,Financial Services,Banks - Regional,7. Finance
BBSI.JK,Krom Bank Indonesia Tbk.,Stock,Indonesia,Financial Services,Banks - Regional,7. Finance
BBTN.JK,Bank Tabungan Negara (Persero),Stock,Indonesia,Financial Services,Banks - Regional,7. Finance
BBYB.JK,Bank Neo Commerce Tbk.,Stock,Indonesia,Financial Services,Banks - Regional,7. Finance
BCAP.JK,MNC Kapital Indonesia Tbk.,Stock,Indonesia,Financial Services,Financial Conglomerates,7. Finance
BCIC.JK,Bank JTrust Indonesia Tbk.,Stock,Indonesia,Financial Services,Banks - Regional,7. Finance
BDMN.JK,Bank Danamon Indonesia Tbk.,Stock,Indonesia,Financial Services,Banks - Regional,7. Finance
BEKS.JK,Bank Pembangunan Daerah Banten,Stock,Indonesia,Financial Services,Banks - Regional,7. Finance
BFIN.JK,BFI Finance Indonesia Tbk.,Stock,Indonesia,Financial Services,Credit Services,7. Finance
BGTG.JK,Bank Ganesha Tbk.,Stock,Indonesia,Financial Services,Banks - Regional,7. Finance
BHAT.JK,Bhakti Multi Artha Tbk.,Stock,Indonesia,Financial Services,Insurance - Life,7. Finance
BINA.JK,Bank Ina Perdana Tbk.,Stock,Indonesia,Financial Services,Banks - Regional,7. Finance
BJBR.JK,Bank Pembangunan Daerah Jawa B,Stock,Indonesia,Financial Services,Banks - Regional,7. Finance
BJTM.JK,Bank Pembangunan Daerah Jawa T,Stock,Indonesia,Financial Services,Banks - Regional,7. Finance
BKSW.JK,Bank QNB Indonesia Tbk.,Stock,Indonesia,Financial Services,Banks - Regional,7. Finance
BMAS.JK,Bank Maspion Indonesia Tbk.,Stock,Indonesia,Financial Services,Banks - Regional,7. Finance
BMRI.JK,Bank Mandiri (Persero) Tbk.,Stock,Indonesia,Financial Services,Banks - Regional,7. Finance
BNBA.JK,Bank Bumi Arta Tbk.,Stock,Indonesia,Financial Services,Banks - Regional,7. Finance
BNGA.JK,Bank CIMB Niaga Tbk.,Stock,Indonesia,Financial Services,Banks - Regional,7. Finance
BNII.JK,Bank Maybank Indonesia Tbk.,Stock,Indonesia,Financial Services,Banks - Regional,7. Finance
BNLI.JK,Bank Permata Tbk.,Stock,Indonesia,Financial Services,Banks - Regional,7. Finance
BPFI.JK,Woori Finance Indonesia Tbk.,Stock,Indonesia,Financial Services,Credit Services,7. Finance
BPII.JK,Batavia Prosperindo Internasio,Stock,Indonesia,Financial Services,Asset Management,7. Finance
BRIS.JK,Bank Syariah Indonesia Tbk.,Stock,Indonesia,Financial Services,Banks - Regional,7. Finance
BSIM.JK,Bank Sinarmas Tbk.,Stock,Indonesia,Financial Services,Banks - Regional,7. Finance
BSWD.JK,Bank Of India Indonesia Tbk.,Stock,Indonesia,Financial Services,Banks - Regional,7. Finance
BTPN.JK,Bank SMBC Indonesia Tbk.,Stock,Indonesia,Financial Services,Banks - Regional,7. Finance
BTPS.JK,Bank BTPN Syariah Tbk.,Stock,Indonesia,Financial Services,Banks - Regional,7. Finance
BVIC.JK,Bank Victoria International Tb,Stock,Indonesia,Financial Services,Banks - Regional,7. Finance
CASA.JK,Capital Financial Indonesia Tb,Stock,Indonesia,Financial Services,Insurance - Life,7. Finance
CFIN.JK,Clipan Finance Indonesia Tbk.,Stock,Indonesia,Financial Services,Credit Services,7. Finance
DEFI.JK,Danasupra Erapacific Tbk.,Stock,Indonesia,Financial Services,Credit Services,7. Finance
