Ticker,Nama,Type,Region
ICBP.JK,Indofood CBP Sukses Makmur Tbk,Stock,Indonesia
ICON.JK,Island Conces Indonesia Tbk.,Stock,Indonesia
IDEA.JK,Idea Indonesia Akademi Tbk.,Stock,Indonesia
IDPR.JK,Indonesia Pondasi Raya Tbk.,Stock,Indonesia
IFII.JK,Indonesia Fibreboard Industry,Stock,Indonesia
IFSH.JK,Ifishdeco Tbk.,Stock,Indonesia
IGAR.JK,Champion Pacific Indonesia Tbk,Stock,Indonesia
IIKP.JK,Inti Agri Resources Tbk,Stock,Indonesia
IKAI.JK,Intikeramik Alamasri Industri,Stock,Indonesia
IKAN.JK,Era Mandiri Cemerlang Tbk.,Stock,Indonesia
IKBI.JK,Sumi Indo Kabel Tbk.,Stock,Indonesia
IKPM.JK,Ikapharmindo Putramas Tbk.,Stock,Indonesia
IMAS.JK,Indomobil Sukses Internasional,Stock,Indonesia
IMJS.JK,Indomobil Multi Jasa Tbk.,Stock,Indonesia
IMPC.JK,Impack Pratama Industri Tbk.,Stock,Indonesia
INAF.JK,Indofarma Tbk.,Stock,Indonesia
INAI.JK,Indal Aluminium Industry Tbk.,Stock,Indonesia
INCF.JK,Indo Komoditi Korpora Tbk.,Stock,Indonesia
INCI.JK,Intanwijaya Internasional Tbk,Stock,Indonesia
INCO.JK,Vale Indonesia Tbk.,Stock,Indonesia
INDF.JK,Indofood Sukses Makmur Tbk.,Stock,Indonesia
INDO.JK,Royalindo Investa Wijaya Tbk.,Stock,Indonesia
INDR.JK,Indo-Rama Synthetics Tbk.,Stock,Indonesia
INDS.JK,Indospring Tbk.,Stock,Indonesia
INDX.JK,Tanah Laut Tbk,Stock,Indonesia
INDY.JK,Indika Energy Tbk.,Stock,Indonesia
INET.JK,Sinergi Inti Andalan Prima Tbk,Stock,Indonesia
INKP.JK,Indah Kiat Pulp & Paper Tbk.,Stock,Indonesia
INOV.JK,Inocycle Technology Group Tbk.,Stock,Indonesia
INPC.JK,Bank Artha Graha Internasional,Stock,Indonesia
INPP.JK,Indonesian Paradise Property T,Stock,Indonesia
INPS.JK,Indah Prakasa Sentosa Tbk.,Stock,Indonesia
INRU.JK,Toba Pulp Lestari Tbk.,Stock,Indonesia
INTA.JK,Intraco Penta Tbk.,Stock,Indonesia
INTD.JK,Inter Delta Tbk,Stock,Indonesia
INTP.JK,Indocement Tunggal Prakarsa Tb,Stock,Indonesia
IOTF.JK,Sumber Sinergi Makmur Tbk.,Stock,Indonesia
IPAC.JK,Era Graharealty Tbk.,Stock,Indonesia
IPCC.JK,Indonesia Kendaraan Terminal T,Stock,Indonesia
IPCM.JK,Jasa Armada Indonesia Tbk.,Stock,Indonesia
IPOL.JK,Indopoly Swakarsa Industry Tbk,Stock,Indonesia
IPPE.JK,Indo Pureco Pratama Tbk.,Stock,Indonesia
IRRA.JK,Itama Ranoraya Tbk.,Stock,Indonesia
IRSX.JK,Aviana Sinar Abadi Tbk.,Stock,Indonesia
PTIS.JK,Indo Straits Tbk.,Stock,Indonesia
ISAP.JK,Isra Presisi Indonesia Tbk.,Stock,Indonesia
ISAT.JK,Indosat Tbk.,Stock,Indonesia
ISEA.JK,Indo American Seafoods Tbk.,Stock,Indonesia
ISSP.JK,Steel Pipe Industry of Indones,Stock,Indonesia
ITIC.JK,Indonesian Tobacco Tbk.,Stock,Indonesia
ITMA.JK,Sumber Energi Andalan Tbk.,Stock,Indonesia
ITMG.JK,Indo Tambangraya Megah Tbk.,Stock,Indonesia
IPTV.JK,MNC Vision Networks Tbk.,Stock,Indonesia
JARR.JK,Jhonlin Agro Raya Tbk.,Stock,Indonesia
JAST.JK,Jasnita Telekomindo Tbk.,Stock,Indonesia
JATI.JK,Informasi Teknologi Indonesia,Stock,Indonesia
JAWA.JK,Jaya Agra Wattie Tbk.,Stock,Indonesia
JAYA.JK,Armada Berjaya Trans Tbk.,Stock,Indonesia
JECC.JK,Jembo Cable Company Tbk.,Stock,Indonesia
JGLE.JK,Graha Andrasentra Propertindo,Stock,Indonesia
JIHD.JK,Jakarta International Hotels &,Stock,Indonesia
JKON.JK,Jaya Konstruksi Manggala Prata,Stock,Indonesia
JKSW.JK,Jakarta Kyoei Steel Works Tbk.,Stock,Indonesia
JMAS.JK,Asuransi Jiwa Syariah Jasa Mit,Stock,Indonesia
JPFA.JK,Japfa Comfeed Indonesia Tbk.,Stock,Indonesia
JRPT.JK,Jaya Real Property Tbk.,Stock,Indonesia
JSPT.JK,Jakarta Setiabudi Internasiona,Stock,Indonesia
JSKY.JK,Sky Energy Indonesia Tbk.,Stock,Indonesia
JSMR.JK,Jasa Marga (Persero) Tbk.,Stock,Indonesia
JTPE.JK,Jasuindo Tiga Perkasa Tbk.,Stock,Indonesia
KAEF.JK,Kimia Farma Tbk.,Stock,Indonesia
KARW.JK,Meratus Jasa Prima Tbk.,Stock,Indonesia
KAYU.JK,Darmi Bersaudara Tbk.,Stock,Indonesia
KBAG.JK,Karya Bersama Anugerah Tbk.,Stock,Indonesia
KBLI.JK,KMI Wire & Cable Tbk.,Stock,Indonesia
KBLM.JK,Kabelindo Murni Tbk.,Stock,Indonesia
KBLV.JK,First Media Tbk.,Stock,Indonesia
KBRI.JK,Kertas Basuki Rachmat Indonesi,Stock,Indonesia
KDSI.JK,Kedawung Setia Industrial Tbk.,Stock,Indonesia
KDTN.JK,Puri Sentul Permai Tbk.,Stock,Indonesia
KEEN.JK,Kencana Energi Lestari Tbk.,Stock,Indonesia
KEJU.JK,Mulia Boga Raya Tbk.,Stock,Indonesia
KETR.JK,Ketrosden Triasmitra Tbk.,Stock,Indonesia
KIAS.JK,Keramika Indonesia Assosiasi T,Stock,Indonesia
KICI.JK,Kedaung Indah Can Tbk,Stock,Indonesia
KIJA.JK,Kawasan Industri Jababeka Tbk.,Stock,Indonesia
KING.JK,Hoffmen Cleanindo Tbk.,Stock,Indonesia
KINO.JK,Kino Indonesia Tbk.,Stock,Indonesia
KIOS.JK,Kioson Komersial Indonesia Tbk,Stock,Indonesia
KJEN.JK,Krida Jaringan Nusantara Tbk.,Stock,Indonesia
KKES.JK,Kusuma Kemindo Sentosa Tbk.,Stock,Indonesia
KKGI.JK,Resource Alam Indonesia Tbk.,Stock,Indonesia
KLAS.JK,Pelayaran Kurnia Lautan Semest,Stock,Indonesia
KLBF.JK,Kalbe Farma Tbk.,Stock,Indonesia
KLIN.JK,Klinko Karya Imaji Tbk.,Stock,Indonesia
KMDS.JK,Kurniamitra Duta Sentosa Tbk.,Stock,Indonesia
KMTR.JK,Kirana Megatara Tbk.,Stock,Indonesia
KOBX.JK,Kobexindo Tractors Tbk.,Stock,Indonesia
KOCI.JK,Kokoh Exa Nusantara Tbk.,Stock,Indonesia
KOIN.JK,Kokoh Inti Arebama Tbk,Stock,Indonesia
KOKA.JK,Koka Indonesia Tbk.,Stock,Indonesia
KONI.JK,Perdana Bangun Pusaka Tbk,Stock,Indonesia
KOPI.JK,Mitra Energi Persada Tbk.,Stock,Indonesia
KOTA.JK,DMS Propertindo Tbk.,Stock,Indonesia
KPAL.JK,Steadfast Marine Tbk.,Stock,Indonesia
KPAS.JK,Cottonindo Ariesta Tbk.,Stock,Indonesia
KPIG.JK,MNC Land Tbk.,Stock,Indonesia
KRAH.JK,Grand Kartech Tbk.,Stock,Indonesia
KRAS.JK,Krakatau Steel (Persero) Tbk.,Stock,Indonesia
KREN.JK,Quantum Clovera Investama Tbk.,Stock,Indonesia
KRYA.JK,Bangun Karya Perkasa Jaya Tbk.,Stock,Indonesia
KUAS.JK,Ace Oldfields Tbk.,Stock,Indonesia
LABA.JK,Green Power Group Tbk.,Stock,Indonesia
LABS.JK,UBC Medical Indonesia Tbk.,Stock,Indonesia
LAJU.JK,Jasa Berdikari Logistics Tbk.,Stock,Indonesia
LAND.JK,Trimitra Propertindo Tbk.,Stock,Indonesia
LAPD.JK,Leyand International Tbk.,Stock,Indonesia
LCGP.JK,Eureka Prima Jakarta Tbk.,Stock,Indonesia
LCKM.JK,LCK Global Kedaton Tbk.,Stock,Indonesia
LEAD.JK,Logindo Samudramakmur Tbk.,Stock,Indonesia
LFLO.JK,Imago Mulia Persada Tbk.,Stock,Indonesia
LIFE.JK,MSIG Life Insurance Indonesia,Stock,Indonesia
LINK.JK,Link Net Tbk.,Stock,Indonesia
LION.JK,Lion Metal Works Tbk.,Stock,Indonesia
LIVE.JK,Homeco Victoria Makmur Tbk.,Stock,Indonesia
LMAS.JK,Limas Indonesia Makmur Tbk,Stock,Indonesia
LMAX.JK,Lupromax Pelumas Indonesia Tbk,Stock,Indonesia
LMPI.JK,Langgeng Makmur Industri Tbk.,Stock,Indonesia
LMSH.JK,Lionmesh Prima Tbk.,Stock,Indonesia
LOPI.JK,Logisticsplus International Tb,Stock,Indonesia
LPCK.JK,Lippo Cikarang Tbk,Stock,Indonesia
LPGI.JK,Lippo General Insurance Tbk.,Stock,Indonesia
LPIN.JK,Multi Prima Sejahtera Tbk,Stock,Indonesia
LPKR.JK,Lippo Karawaci Tbk.,Stock,Indonesia
LPLI.JK,Star Pacific Tbk,Stock,Indonesia
LPPF.JK,Matahari Department Store Tbk.,Stock,Indonesia
LPPS.JK,Lenox Pasifik Investama Tbk.,Stock,Indonesia
LRNA.JK,Eka Sari Lorena Transport Tbk.,Stock,Indonesia
LSIP.JK,PP London Sumatra Indonesia Tb,Stock,Indonesia
LTLS.JK,Lautan Luas Tbk.,Stock,Indonesia
LUCK.JK,Sentral Mitra Informatika Tbk.,Stock,Indonesia
LUCY.JK,Lima Dua Lima Tiga Tbk.,Stock,Indonesia
MABA.JK,Marga Abhinaya Abadi Tbk.,Stock,Indonesia
MAGP.JK,Multi Agro Gemilang Plantation,Stock,Indonesia
MAHA.JK,Mandiri Herindo Adiperkasa Tbk,Stock,Indonesia
MAIN.JK,Malindo Feedmill Tbk.,Stock,Indonesia
MAMI.JK,Mas Murni Indonesia Tbk,Stock,Indonesia
MANG.JK,Manggung Polahraya Tbk.,Stock,Indonesia
MAPA.JK,Map Aktif Adiperkasa Tbk.,Stock,Indonesia
MAPB.JK,MAP Boga Adiperkasa Tbk.,Stock,Indonesia
MAPI.JK,Mitra Adiperkasa Tbk.,Stock,Indonesia
MARI.JK,Mahaka Radio Integra Tbk.,Stock,Indonesia
MARK.JK,Mark Dynamics Indonesia Tbk.,Stock,Indonesia
MASA.JK,Multistrada Arah Sarana Tbk.,Stock,Indonesia
MASB.JK,Bank Multiarta Sentosa Tbk.,Stock,Indonesia
MAXI.JK,Maxindo Karya Anugerah Tbk.,Stock,Indonesia
MAYA.JK,Bank Mayapada Internasional Tb,Stock,Indonesia
MBAP.JK,Mitrabara Adiperdana Tbk.,Stock,Indonesia
MBMA.JK,Merdeka Battery Materials Tbk.,Stock,Indonesia
MBSS.JK,Mitrabahtera Segara Sejati Tbk,Stock,Indonesia
MBTO.JK,Martina Berto Tbk.,Stock,Indonesia
MCAS.JK,M Cash Integrasi Tbk.,Stock,Indonesia
MCOL.JK,Prima Andalan Mandiri Tbk.,Stock,Indonesia
MCOR.JK,Bank China Construction Bank I,Stock,Indonesia
MDIA.JK,Intermedia Capital Tbk.,Stock,Indonesia
MDKA.JK,Merdeka Copper Gold Tbk.,Stock,Indonesia
MDKI.JK,Emdeki Utama Tbk.,Stock,Indonesia
MDLN.JK,Modernland Realty Tbk.,Stock,Indonesia
MDRN.JK,Modern Internasional Tbk.,Stock,Indonesia
MEDC.JK,Medco Energi Internasional Tbk,Stock,Indonesia
MEDS.JK,Hetzer Medical Indonesia Tbk.,Stock,Indonesia
MEGA.JK,Bank Mega Tbk.,Stock,Indonesia
MEJA.JK,Harta Djaya Karya Tbk.,Stock,Indonesia
MENN.JK,Menn Teknologi Indonesia Tbk.,Stock,Indonesia
MERK.JK,Merck Tbk.,Stock,Indonesia
META.JK,Nusantara Infrastructure Tbk.,Stock,Indonesia
MFIN.JK,Mandala Multifinance Tbk.,Stock,Indonesia
MFMI.JK,Multifiling Mitra Indonesia Tb,Stock,Indonesia
MGLV.JK,Panca Anugrah Wisesa Tbk.,Stock,Indonesia
MGNA.JK,Magna Investama Mandiri Tbk.,Stock,Indonesia
MGRO.JK,Mahkota Group Tbk.,Stock,Indonesia
MHKI.JK,Multi Hanna Kreasindo Tbk.,Stock,Indonesia
MICE.JK,Multi Indocitra Tbk.,Stock,Indonesia
MIDI.JK,Midi Utama Indonesia Tbk.,Stock,Indonesia
MIKA.JK,Mitra Keluarga Karyasehat Tbk.,Stock,Indonesia
MINA.JK,Sanurhasta Mitra Tbk.,Stock,Indonesia
MIRA.JK,Mitra International Resources,Stock,Indonesia
MITI.JK,Mitra Investindo Tbk.,Stock,Indonesia
MKAP.JK,Multikarya Asia Pasifik Raya T,Stock,Indonesia
MKNT.JK,Mitra Komunikasi Nusantara Tbk,Stock,Indonesia
MKPI.JK,Metropolitan Kentjana Tbk.,Stock,Indonesia
MKTR.JK,Menthobi Karyatama Raya Tbk.,Stock,Indonesia
MLPT.JK,Multipolar Technology Tbk.,Stock,Indonesia
MLBI.JK,Multi Bintang Indonesia Tbk.,Stock,Indonesia
MLIA.JK,Mulia Industrindo Tbk,Stock,Indonesia
MLPL.JK,Multipolar Tbk.,Stock,Indonesia
MMIX.JK,Multi Medika Internasional Tbk,Stock,Indonesia
MMLP.JK,Mega Manunggal Property Tbk.,Stock,Indonesia
MNCN.JK,Media Nusantara Citra Tbk.,Stock,Indonesia
MOLI.JK,Madusari Murni Indah Tbk.,Stock,Indonesia
MORA.JK,Mora Telematika Indonesia Tbk.,Stock,Indonesia
PTMP.JK,Mitra Pack Tbk.,Stock,Indonesia
MPIX.JK,Mitra Pedagang Indonesia Tbk.,Stock,Indonesia
MPMX.JK,Mitra Pinasthika Mustika Tbk.,Stock,Indonesia
MPOW.JK,Megapower Makmur Tbk.,Stock,Indonesia
MPPA.JK,Matahari Putra Prima Tbk.,Stock,Indonesia
MPRO.JK,Maha Properti Indonesia Tbk.,Stock,Indonesia
MPXL.JK,MPX Logistics International Tb,Stock,Indonesia
PTMR.JK,Master Print Tbk.,Stock,Indonesia
MRAT.JK,Mustika Ratu Tbk.,Stock,Indonesia
MREI.JK,Maskapai Reasuransi Indonesia,Stock,Indonesia
MSIE.JK,Multisarana Intan Eduka Tbk.,Stock,Indonesia
MSIN.JK,MNC Digital Entertainment Tbk.,Stock,Indonesia
MSJA.JK,Multi Spunindo Jaya Tbk.,Stock,Indonesia
MSKY.JK,MNC Sky Vision Tbk.,Stock,Indonesia
MSTI.JK,Mastersystem Infotama Tbk.,Stock,Indonesia
MTDL.JK,Metrodata Electronics Tbk.,Stock,Indonesia
MTEL.JK,Dayamitra Telekomunikasi Tbk.,Stock,Indonesia
MTFN.JK,Capitalinc Investment Tbk.,Stock,Indonesia
MTLA.JK,Metropolitan Land Tbk.,Stock,Indonesia
MTMH.JK,Murni Sadar Tbk.,Stock,Indonesia
MTPS.JK,Meta Epsi Tbk.,Stock,Indonesia
MTRA.JK,Mitra Pemuda Tbk.,Stock,Indonesia
MTSM.JK,Metro Realty Tbk.,Stock,Indonesia
MTWI.JK,Malacca Trust Wuwungan Insuran,Stock,Indonesia
MUTU.JK,Mutuagung Lestari Tbk.,Stock,Indonesia
MYOH.JK,Samindo Resources Tbk.,Stock,Indonesia
MYOR.JK,Mayora Indah Tbk.,Stock,Indonesia
MYRX.JK,Hanson International Tbk.,Stock,Indonesia
MYTX.JK,Asia Pacific Investama Tbk.,Stock,Indonesia
NAIK.JK,Adiwarna Anugerah Abadi Tbk.,Stock,Indonesia
NANO.JK,Nanotech Indonesia Global Tbk.,Stock,Indonesia
NASA.JK,Andalan Perkasa Abadi Tbk.,Stock,Indonesia
NASI.JK,Wahana Inti Makmur Tbk.,Stock,Indonesia
NATO.JK,Surya Permata Andalan Tbk.,Stock,Indonesia
NAYZ.JK,Hassana Boga Sejahtera Tbk.,Stock,Indonesia
NCKL.JK,Trimegah Bangun Persada Tbk.,Stock,Indonesia
NELY.JK,Pelayaran Nelly Dwi Putri Tbk.,Stock,Indonesia
NEST.JK,Esta Indonesia Tbk.,Stock,Indonesia
NETV.JK,Net Visi Media Tbk.,Stock,Indonesia
NFCX.JK,NFC Indonesia Tbk.,Stock,Indonesia
NICE.JK,Adhi Kartiko Pratama Tbk.,Stock,Indonesia
NICK.JK,Charnic Capital Tbk.,Stock,Indonesia
NICL.JK,PAM Mineral Tbk.,Stock,Indonesia
NIKL.JK,Pelat Timah Nusantara Tbk.,Stock,Indonesia
NINE.JK,Techno9 Indonesia Tbk.,Stock,Indonesia
NIPS.JK,Nipress Tbk.,Stock,Indonesia
NIRO.JK,City Retail Developments Tbk.,Stock,Indonesia
NISP.JK,Bank OCBC NISP Tbk.,Stock,Indonesia
NOBU.JK,Bank Nationalnobu Tbk.,Stock,Indonesia
NPGF.JK,Nusa Palapa Gemilang Tbk.,Stock,Indonesia
NRCA.JK,Nusa Raya Cia Tbk.,Stock,Indonesia
NSSS.JK,Nusantara Sawit Sejahtera Tbk.,Stock,Indonesia
NTBK.JK,Nusatama Berkah Tbk.,Stock,Indonesia
NUSA.JK,Sinergi Megah Internusa Tbk.,Stock,Indonesia
NZIA.JK,Nusantara Almazia Tbk.,Stock,Indonesia
OASA.JK,Maharaksa Biru Energi Tbk.,Stock,Indonesia
OBMD.JK,OBM Drilchem Tbk.,Stock,Indonesia
OCAP.JK,Onix Capital Tbk.,Stock,Indonesia
OILS.JK,Indo Oil Perkasa Tbk.,Stock,Indonesia
OKAS.JK,Ancora Indonesia Resources Tbk,Stock,Indonesia
OLIV.JK,Oscar Mitra Sukses Sejahtera T,Stock,Indonesia
OMED.JK,Jayamas Medica Industri Tbk.,Stock,Indonesia
OMRE.JK,Indonesia Prima Property Tbk,Stock,Indonesia
OPMS.JK,Oima Prima Metal Sinergi Tbk,Stock,Indonesia
PACK.JK,Solusi Kemasan Digital Tbk.,Stock,Indonesia
PADA.JK,Personel Alih Daya Tbk.,Stock,Indonesia
PADI.JK,Minna Padi Investama Sekuritas,Stock,Indonesia
PALM.JK,Provident Investasi Bersama Tb,Stock,Indonesia
PAMG.JK,Bima Sakti Pertiwi Tbk.,Stock,Indonesia
PANI.JK,Pantai Indah Kapuk Dua Tbk.,Stock,Indonesia
PANR.JK,Panorama Sentrawisata Tbk.,Stock,Indonesia
PANS.JK,Panin Sekuritas Tbk.,Stock,Indonesia
PART.JK,Cipta Perdana Lancar Tbk.,Stock,Indonesia
PBID.JK,Panca Budi Idaman Tbk.,Stock,Indonesia
PBRX.JK,Pan Brothers Tbk.,Stock,Indonesia
PBSA.JK,Paramita Bangun Sarana Tbk.,Stock,Indonesia
PCAR.JK,Prima Cakrawala Abadi Tbk.,Stock,Indonesia
PDES.JK,Destinasi Tirta Nusantara Tbk,Stock,Indonesia
PDPP.JK,Primadaya Plastisindo Tbk.,Stock,Indonesia
PEGE.JK,Panca Global Kapital Tbk.,Stock,Indonesia
PEHA.JK,Phapros Tbk.,Stock,Indonesia
PEVE.JK,Penta Valent Tbk.,Stock,Indonesia
PGAS.JK,Perusahaan Gas Negara Tbk.,Stock,Indonesia
PGEO.JK,Pertamina Geothermal Energy Tb,Stock,Indonesia
PGJO.JK,Tourindo Guide Indonesia Tbk.,Stock,Indonesia
PGLI.JK,Pembangunan Graha Lestari Inda,Stock,Indonesia
PGUN.JK,Pradiksi Gunatama Tbk.,Stock,Indonesia
PICO.JK,Pelangi Indah Canindo Tbk,Stock,Indonesia
PIPA.JK,Multi Makmur Lemindo Tbk.,Stock,Indonesia
PJAA.JK,Pembangunan Jaya Ancol Tbk.,Stock,Indonesia
PKPK.JK,Perdana Karya Perkasa Tbk,Stock,Indonesia
PLAN.JK,Planet Properindo Jaya Tbk.,Stock,Indonesia
PLAS.JK,Polaris Investama Tbk,Stock,Indonesia
PLIN.JK,Plaza Indonesia Realty Tbk.,Stock,Indonesia
PMJS.JK,Putra Mandiri Jembar Tbk.,Stock,Indonesia
PMMP.JK,Panca Mitra Multiperdana Tbk.,Stock,Indonesia
PNBN.JK,Bank Pan Indonesia Tbk,Stock,Indonesia
PNBS.JK,Bank Panin Dubai Syariah Tbk.,Stock,Indonesia
PNGO.JK,Pinago Utama Tbk.,Stock,Indonesia
PNIN.JK,Paninvest Tbk.,Stock,Indonesia
PNLF.JK,Panin Financial Tbk.,Stock,Indonesia
PNSE.JK,Pudjiadi & Sons Tbk.,Stock,Indonesia
POLA.JK,Pool Advista Finance Tbk.,Stock,Indonesia
POLI.JK,Pollux Hotels Group Tbk.,Stock,Indonesia
POLL.JK,Pollux Properties Indonesia Tb,Stock,Indonesia
POLU.JK,Golden Flower Tbk.,Stock,Indonesia
POLY.JK,Asia Pacific Fibers Tbk,Stock,Indonesia
POOL.JK,Pool Advista Indonesia Tbk.,Stock,Indonesia
PORT.JK,Nusantara Pelabuhan Handal Tbk,Stock,Indonesia
POSA.JK,Bliss Properti Indonesia Tbk.,Stock,Indonesia
POWR.JK,Cikarang Listrindo Tbk.,Stock,Indonesia
PTPP.JK,PP (Persero) Tbk.,Stock,Indonesia
PPGL.JK,Prima Globalindo Logistik Tbk.,Stock,Indonesia
PPRE.JK,PP Presisi Tbk.,Stock,Indonesia
PPRI.JK,Paperocks Indonesia Tbk.,Stock,Indonesia
PPRO.JK,PP Properti Tbk.,Stock,Indonesia
PRAS.JK,Prima Alloy Steel Universal Tb,Stock,Indonesia
PRAY.JK,Famon Awal Bros Sedaya Tbk.,Stock,Indonesia
PRDA.JK,Prodia Widyahusada Tbk.,Stock,Indonesia
PRIM.JK,Royal Prima Tbk.,Stock,Indonesia
PTPS.JK,Pulau Subur Tbk.,Stock,Indonesia
PSAB.JK,J Resources Asia Pasifik Tbk.,Stock,Indonesia
PSDN.JK,Prasidha Aneka Niaga Tbk,Stock,Indonesia
PSGO.JK,Palma Serasih Tbk.,Stock,Indonesia
PSKT.JK,Red Planet Indonesia Tbk.,Stock,Indonesia
PSSI.JK,IMC Pelita Logistik Tbk.,Stock,Indonesia
PUDP.JK,Pudjiadi Prestige Tbk.,Stock,Indonesia
PURA.JK,Putra Rajawali Kencana Tbk.,Stock,Indonesia
PURE.JK,Trinitan Metals and Minerals T,Stock,Indonesia
PURI.JK,Puri Global Sukses Tbk.,Stock,Indonesia
PTPW.JK,Pratama Widya Tbk.,Stock,Indonesia
PWON.JK,Pakuwon Jati Tbk.,Stock,Indonesia
PYFA.JK,Pyridam Farma Tbk,Stock,Indonesia
PZZA.JK,Sarimelati Kencana Tbk.,Stock,Indonesia
RAAM.JK,Tripar Multivision Plus Tbk.,Stock,Indonesia
RAFI.JK,Sari Kreasi Boga Tbk.,Stock,Indonesia
RAJA.JK,Rukun Raharja Tbk.,Stock,Indonesia
RALS.JK,Ramayana Lestari Sentosa Tbk.,Stock,Indonesia
RANC.JK,Supra Boga Lestari Tbk.,Stock,Indonesia
RBMS.JK,Ristia Bintang Mahkotasejati T,Stock,Indonesia
RCCC.JK,Utama Radar Cahaya Tbk.,Stock,Indonesia
RDTX.JK,Roda Vivatex Tbk,Stock,Indonesia
REAL.JK,Repower Asia Indonesia Tbk.,Stock,Indonesia
RELF.JK,Graha Mitra Asia Tbk.,Stock,Indonesia
RELI.JK,Reliance Sekuritas Indonesia T,Stock,Indonesia
RGAS.JK,Kian Santang Muliatama Tbk.,Stock,Indonesia
RICY.JK,Ricky Putra Globalindo Tbk,Stock,Indonesia
RIGS.JK,Rig Tenders Indonesia Tbk.,Stock,Indonesia
RIMO.JK,Rimo International Lestari Tbk,Stock,Indonesia
RISE.JK,Jaya Sukses Makmur Sentosa Tbk,Stock,Indonesia
RMKE.JK,RMK Energy Tbk.,Stock,Indonesia
RMKO.JK,Royaltama Mulia Kontraktorindo,Stock,Indonesia
PTRO.JK,Petrosea Tbk.,Stock,Indonesia
ROCK.JK,Rockfields Properti Indonesia,Stock,Indonesia
RODA.JK,Pikko Land Development Tbk.,Stock,Indonesia
RONY.JK,Aesler Grup Internasional Tbk.,Stock,Indonesia
ROTI.JK,Nippon Indosari Corpindo Tbk.,Stock,Indonesia
RSCH.JK,Charlie Hospital Semarang Tbk.,Stock,Indonesia
RSGK.JK,Kedoya Adyaraya Tbk.,Stock,Indonesia
RUIS.JK,Radiant Utama Interinsco Tbk.,Stock,Indonesia
RUNS.JK,Global Sukses Solusi Tbk.,Stock,Indonesia
SAFE.JK,Steady Safe Tbk,Stock,Indonesia
SAGE.JK,Saausaha Gemilangindah Tbk.,Stock,Indonesia
SAME.JK,Sarana Meditama Metropolitan T,Stock,Indonesia
SAMF.JK,Saraswanti Anugerah Makmur Tbk,Stock,Indonesia
SAPX.JK,Satria Antaran Prima Tbk.,Stock,Indonesia
SATU.JK,Kota Satu Properti Tbk.,Stock,Indonesia
SBAT.JK,Sejahtera Bintang Abadi Textil,Stock,Indonesia
SBMA.JK,Surya Biru Murni Acetylene Tbk,Stock,Indonesia
SCCO.JK,Supreme Cable Manufacturing &,Stock,Indonesia
SCMA.JK,Surya Citra Media Tbk.,Stock,Indonesia
SCNP.JK,Selaras Citra Nusantara Perkas,Stock,Indonesia
SCPI.JK,Organon Pharma Indonesia Tbk.,Stock,Indonesia
SDMU.JK,Sidomulyo Selaras Tbk.,Stock,Indonesia
SDPC.JK,Millennium Pharmacon Internati,Stock,Indonesia
SDRA.JK,Bank Woori Saudara Indonesia 1,Stock,Indonesia
SEMA.JK,Semacom Integrated Tbk.,Stock,Indonesia
SFAN.JK,Surya Fajar Capital Tbk.,Stock,Indonesia
SGER.JK,Sumber Global Energy Tbk.,Stock,Indonesia
SGRO.JK,Sampoerna Agro Tbk.,Stock,Indonesia
SHID.JK,Hotel Sahid Jaya International,Stock,Indonesia
SHIP.JK,Sillo Maritime Perdana Tbk.,Stock,Indonesia
SICO.JK,Sigma Energy Compressindo Tbk.,Stock,Indonesia
SIDO.JK,Industri Jamu dan Farmasi Sido,Stock,Indonesia
SILO.JK,Siloam International Hospitals,Stock,Indonesia
SIMA.JK,Siwani Makmur Tbk,Stock,Indonesia
SIMP.JK,Salim Ivomas Pratama Tbk.,Stock,Indonesia
SINI.JK,Singaraja Putra Tbk.,Stock,Indonesia
SIPD.JK,Sreeya Sewu Indonesia Tbk.,Stock,Indonesia
SKBM.JK,Sekar Bumi Tbk.,Stock,Indonesia
SKLT.JK,Sekar Laut Tbk.,Stock,Indonesia
SKRN.JK,Superkrane Mitra Utama Tbk.,Stock,Indonesia
SKYB.JK,Northcliff Citranusa Indonesia,Stock,Indonesia
SLIS.JK,Gaya Abadi Sempurna Tbk.,Stock,Indonesia
SMAR.JK,Smart Tbk.,Stock,Indonesia
SMBR.JK,Semen Baturaja Tbk.,Stock,Indonesia
SMCB.JK,Solusi Bangun Indonesia Tbk.,Stock,Indonesia
SMDM.JK,Suryamas Dutamakmur Tbk.,Stock,Indonesia
SMDR.JK,Samudera Indonesia Tbk.,Stock,Indonesia
SMGA.JK,Sumber Mineral Global Abadi Tb,Stock,Indonesia
SMGR.JK,Semen Indonesia (Persero) Tbk.,Stock,Indonesia
SMIL.JK,Sarana Mitra Luas Tbk.,Stock,Indonesia
SMKL.JK,Satyamitra Kemas Lestari Tbk.,Stock,Indonesia
SMKM.JK,Sumber Mas Konstruksi Tbk.,Stock,Indonesia
SMLE.JK,Sinergi Multi Lestarindo Tbk.,Stock,Indonesia
SMMA.JK,Sinarmas Multiartha Tbk.,Stock,Indonesia
SMMT.JK,Golden Eagle Energy Tbk.,Stock,Indonesia
SMRA.JK,Summarecon Agung Tbk.,Stock,Indonesia
SMRU.JK,SMR Utama Tbk.,Stock,Indonesia
SMSM.JK,Selamat Sempurna Tbk.,Stock,Indonesia
PTSN.JK,Sat Nusapersada Tbk,Stock,Indonesia
